1	0.000	178.73400	913.38799	110.41500	232.24602	896.12874	35.75468	145.48537	500.99675	-71.99655	138.30570	118.72745	-160.03906	9.30486	41.75663	-41.83209	139.98185	904.69255	196.39422	42.21402	502.32948	259.14465	-12.19170	73.06267	351.76853	-132.42908	-3.49991	224.41174	107.97273	1028.11297	62.80521	42.75627	1082.70559	15.92802	-31.17480	1129.58686	-34.69493	-106.97121	1163.52850	-85.17455	-187.52478	1201.51784	-138.59889	-262.63972	1234.45385	-185.23866	-391.91018	1327.70762	-190.99458	-148.93382	1178.46957	-147.08108	-129.43082	1101.54957	-249.81209	-167.93323	853.71345	-159.09243	-199.96799	600.96434	-105.91941	-223.22208	570.16120	-116.27972	-248.56631	548.99653	-99.97070	-263.32063	534.19604	-85.21416	-273.14372	521.80497	-70.00456	-214.14697	565.54196	-106.74835	-228.66974	517.99103	-88.03454	-243.20640	493.30222	-65.91821	-255.90725	486.30486	-51.39800	-268.89083	486.14660	-38.85989	-205.97702	567.42933	-97.72290	-215.72172	522.06806	-74.59075	-230.46452	495.54143	-49.31588	-245.25039	487.29795	-31.24998	-259.19561	487.22133	-17.26472	-199.77334	569.88100	-91.89036	-202.94275	531.07801	-66.29051	-214.63363	508.45275	-43.12979	-228.28028	500.76440	-25.10314	-241.10064	500.81706	-11.66883	-192.68323	574.83405	-85.18719	-191.01909	541.96300	-57.79142	-198.55916	524.78842	-37.59175	-207.63194	519.63660	-23.64322	-218.48158	519.94575	-11.28230	-174.76372	1198.36390	-91.64401	-189.96628	1186.35158	35.72858	-129.09576	937.62188	-33.13143	-86.05014	688.20139	-87.38131	-100.20871	661.02093	-113.02656	-86.13526	636.65264	-136.78328	-73.49038	618.77179	-150.00761	-60.51583	603.08618	-158.19210	-93.44359	654.15028	-102.94839	-84.96260	603.54844	-116.72279	-67.67639	574.27457	-129.14101	-53.65560	564.00395	-140.05170	-39.84221	560.85125	-151.23442	-85.46212	653.71674	-93.57413	-72.87608	604.12502	-101.93791	-52.97354	572.29576	-114.21059	-35.55898	559.95952	-126.76065	-20.20204	556.53660	-138.69842	-80.13494	654.62537	-86.55198	-64.50984	610.74671	-87.81224	-46.11866	583.20009	-97.19021	-28.76648	571.40485	-108.59529	-14.06434	568.23575	-119.48790	-73.48993	657.73998	-78.43546	-55.37914	619.14239	-74.43188	-39.09077	597.58157	-79.87854	-25.67871	589.21874	-87.19958	-12.22032	586.54993	-96.27437 
2	0.008	178.98001	913.38799	110.11800	232.78680	896.23920	35.64431	145.73139	501.08872	-71.80095	138.24088	118.80295	-159.74597	9.20135	41.80718	-41.59749	139.89479	904.57051	195.93387	42.22226	502.18471	258.68702	-12.08401	73.01934	351.83780	-132.39981	-3.38013	224.45711	108.37863	1028.15974	62.38373	43.28863	1082.83880	15.43159	-30.25374	1130.25469	-35.25957	-105.94930	1164.31733	-85.80896	-186.39478	1202.43473	-139.30491	-261.41568	1235.48585	-186.01456	-390.72887	1328.68153	-191.75150	-147.80750	1179.37003	-147.75912	-128.30164	1102.44973	-250.48937	-166.96041	854.45534	-160.27010	-199.58841	601.72572	-107.36578	-222.69050	570.90134	-117.99935	-248.21639	549.72279	-101.99450	-263.13899	534.91598	-87.41457	-273.13812	522.52251	-72.32209	-213.72923	566.29224	-108.35600	-228.44386	518.73651	-89.80497	-243.23141	494.04403	-67.85973	-256.10374	487.04184	-53.49366	-269.23972	486.87787	-41.11539	-205.67183	568.18888	-99.23187	-215.66449	522.82796	-76.20508	-230.69543	496.29855	-51.10343	-245.69509	488.04984	-33.21705	-259.81040	487.96726	-19.40352	-199.54188	570.64726	-93.32467	-202.99494	531.85046	-67.75214	-214.95128	509.22405	-44.72846	-228.81174	501.53132	-26.86757	-241.79563	501.57870	-13.59123	-192.53813	575.60798	-86.53692	-191.18450	542.74742	-59.11148	-198.95824	525.57386	-38.99970	-208.19718	520.41979	-25.16150	-219.19756	520.72480	-12.93444	-173.70704	1199.20978	-92.33499	-189.14691	1187.06019	34.99604	-128.06970	938.46065	-34.15041	-84.63207	689.17318	-88.69843	-98.52288	662.02127	-114.51975	-84.20446	637.75213	-138.23155	-71.41175	619.93938	-151.40548	-58.33342	604.30971	-159.53163	-91.81574	655.14273	-104.40826	-83.09446	604.59949	-118.24763	-65.63597	575.40414	-130.60952	-51.50540	565.19925	-141.43997	-37.59933	562.11241	-152.52578	-83.90430	654.70633	-94.97495	-71.12177	605.17021	-103.37019	-51.04125	573.42610	-115.57328	-33.49904	561.16893	-128.02264	-18.04303	557.81794	-139.85248	-78.63289	655.61108	-87.91035	-62.88053	611.77776	-89.16464	-44.34477	584.30474	-98.47358	-26.87506	572.58544	-109.77709	-12.08242	569.48382	-120.56611	-72.05790	658.72248	-79.73578	-53.87400	620.16325	-75.69404	-37.48685	598.66021	-81.07239	-23.99729	590.35221	-88.31304	-10.46347	587.74286	-97.29243 
3	0.017	179.28900	913.38799	109.74600	233.41116	896.37497	35.46995	146.39895	501.23189	-72.03749	138.56791	118.93620	-159.90972	9.49068	41.89142	-41.83440	139.84831	904.42045	195.38350	42.28940	502.01312	258.17523	-11.91676	72.95662	351.88420	-132.33053	-3.25799	224.48535	108.85493	1028.21744	61.90345	43.89491	1082.99143	14.88201	-28.03770	1132.86026	-35.76522	-103.62958	1167.05406	-86.38116	-183.96452	1205.31014	-139.94419	-258.88921	1238.48444	-186.72088	-388.25864	1331.59664	-192.54478	-145.37360	1182.24299	-148.37510	-125.87848	1105.31084	-251.09851	-164.78963	857.15294	-161.43910	-197.90695	604.41285	-108.89002	-220.83742	573.56487	-119.82240	-246.54257	552.35589	-104.14816	-261.63408	537.53048	-89.76228	-271.81172	525.12372	-74.80061	-211.99511	568.96407	-110.06595	-226.89351	521.38937	-91.71129	-241.93328	496.67729	-69.96037	-254.98051	489.65877	-55.76102	-268.27344	489.47849	-43.55169	-204.05708	570.86811	-100.83930	-214.29351	525.49267	-77.94858	-229.61499	498.94291	-53.04489	-244.83300	490.67500	-35.35287	-259.12363	490.57481	-21.72091	-198.00583	573.33226	-94.85388	-201.74295	534.52772	-69.33309	-213.96779	511.88464	-46.46735	-228.04698	504.17396	-28.78618	-241.19956	504.20505	-15.67689	-191.09486	578.29959	-87.97646	-190.05588	545.43625	-60.54062	-198.06722	528.25105	-40.53230	-207.47663	523.08471	-26.81406	-218.63273	523.37577	-14.72856	-171.35945	1201.99095	-92.95858	-186.77946	1189.84844	34.37553	-125.47160	941.36744	-34.99254	-81.62207	692.23703	-89.92714	-95.21952	665.12195	-115.94258	-80.63460	640.96010	-139.60147	-67.68216	623.22012	-152.71740	-54.49281	607.64945	-160.77709	-88.57936	658.23257	-105.79434	-79.60295	607.75322	-119.70360	-61.96063	578.64104	-132.00050	-47.71104	568.50576	-142.73999	-33.70329	565.48858	-153.71641	-80.74685	657.79049	-96.29565	-67.75817	608.31361	-104.72373	-47.48829	576.65935	-116.84692	-29.80788	564.48572	-129.18221	-14.24323	561.21074	-140.89026	-75.53789	658.68920	-89.18411	-59.65554	614.90258	-90.43010	-40.96653	587.50686	-99.66013	-23.36979	575.86760	-110.84871	-8.47797	572.83719	-121.52087	-69.04085	661.79489	-80.94530	-50.78629	623.27367	-76.85982	-34.29542	601.83076	-82.16057	-20.72238	593.58026	-89.31041	-7.10598	591.03350	-98.18229 
4	0.025	179.63200	913.38799	109.28400	234.10993	896.54330	35.23001	146.80801	501.33456	-71.80012	138.60967	119.03198	-159.60884	9.48733	41.92657	-41.62246	139.79557	904.23805	194.71879	42.34908	501.81699	257.59711	-11.71160	72.87783	351.92520	-132.23184	-3.13449	224.50616	109.36348	1028.27233	61.32992	44.53607	1083.14448	14.23996	-27.38082	1132.95176	-36.49008	-102.86271	1167.28124	-87.17827	-183.08116	1205.68058	-140.81334	-257.90441	1238.98047	-187.66310	-387.32801	1332.01868	-193.46604	-144.47614	1182.62854	-149.22098	-124.92619	1105.83120	-252.03481	-164.14752	857.49622	-163.00304	-197.64152	604.71936	-110.87124	-220.37434	573.84599	-122.13959	-246.25102	552.57892	-106.83056	-261.50828	537.71391	-92.66202	-271.86371	525.27487	-77.84989	-211.65503	569.24914	-112.27121	-226.71862	521.63101	-94.16569	-242.00596	496.87162	-72.64235	-255.22936	489.81699	-58.62504	-268.68314	489.60229	-46.59373	-203.84348	571.15621	-102.93786	-214.30941	525.74006	-80.23240	-229.91736	499.13920	-55.56223	-245.35574	490.82797	-38.08272	-259.82617	490.69024	-24.64209	-197.87637	573.62379	-96.86994	-201.88924	534.78623	-71.44142	-214.38009	512.09920	-48.76378	-228.68053	504.34705	-31.27939	-242.00627	504.34300	-18.34612	-191.06554	578.59498	-89.89608	-190.33788	545.70429	-62.48300	-198.58651	528.48497	-42.60083	-208.16905	523.28890	-29.01429	-219.48530	523.54912	-17.07791	-170.57386	1202.24413	-93.81003	-186.00041	1190.10287	33.52340	-124.33598	941.80103	-36.16936	-79.96190	692.84085	-91.45342	-93.22619	665.77507	-117.69125	-78.34115	641.73761	-141.28984	-65.20961	624.08100	-154.34001	-51.89652	608.57705	-162.32454	-86.66392	658.87058	-107.50268	-77.40280	608.46592	-121.49589	-59.55559	579.44827	-133.72033	-45.17265	569.39196	-144.35579	-31.05047	566.45378	-155.20631	-78.92233	658.41907	-97.93019	-65.70513	609.00993	-106.40027	-45.22458	577.45739	-118.43421	-27.38948	565.37835	-130.63911	-11.70265	562.18948	-142.20703	-73.78508	659.30878	-90.76556	-57.76078	615.57377	-92.00657	-38.90171	588.26514	-101.14834	-21.16295	576.71629	-112.20558	-6.15966	573.76645	-122.74335	-67.37729	662.40538	-82.45375	-49.04818	623.92445	-78.32272	-32.44288	602.54860	-83.53646	-18.77679	594.36277	-90.58260	-5.06771	591.88664	-99.33088 
5	0.033	179.98699	913.38799	108.70300	234.86840	896.77131	34.89583	146.55673	501.33064	-70.43583	137.95742	119.01625	-158.15473	8.78455	41.83522	-40.27315	139.70771	903.99328	193.90327	42.37862	501.56759	256.93359	-11.48891	72.75472	351.94391	-132.09958	-3.06605	224.49633	109.88025	1028.33618	60.66524	45.17838	1083.31222	13.52381	-26.61651	1133.24069	-37.25989	-102.00023	1167.70482	-88.00276	-182.11562	1206.24609	-141.69004	-256.84910	1239.66839	-188.59589	-386.33778	1332.61232	-194.45732	-143.48635	1183.23055	-150.08633	-123.67311	1107.08634	-253.33462	-163.21035	858.51601	-165.10294	-197.00178	605.66551	-113.52313	-219.51443	574.76836	-125.16222	-245.55217	553.41629	-110.24973	-260.96944	538.49060	-96.32020	-271.49917	525.99971	-81.67554	-210.92048	570.16929	-115.18551	-226.12887	522.48293	-97.38316	-241.65544	497.64772	-76.12000	-255.05337	490.53690	-62.29818	-268.66901	490.26959	-50.45143	-203.24058	572.07334	-105.74292	-213.91891	526.58901	-83.27408	-229.80498	499.90520	-58.87248	-245.46212	491.52607	-41.62146	-260.11364	491.33074	-28.37920	-197.36172	574.54079	-99.58942	-201.63843	535.64278	-74.29665	-214.38882	512.88335	-51.83706	-228.90937	505.06564	-34.56455	-242.40969	505.00739	-21.81375	-190.65679	579.51172	-92.51349	-190.23289	546.56630	-65.15982	-198.71493	529.28908	-45.42665	-208.47039	524.04525	-31.98227	-219.94841	524.25748	-20.20040	-169.70703	1202.66918	-94.67106	-185.12073	1190.53609	32.66471	-122.99951	942.45005	-37.38993	-78.03991	693.70600	-93.17159	-90.91881	666.70850	-119.67046	-75.69001	642.82520	-143.20616	-62.35340	625.27086	-156.18615	-48.89871	609.84781	-164.08960	-84.44522	659.78265	-109.43975	-74.85352	609.47146	-123.54619	-56.77083	580.56898	-135.69720	-42.23620	570.60869	-146.21615	-27.98491	567.76644	-156.92246	-76.80822	659.31643	-99.78431	-63.32515	609.99048	-108.32001	-42.60251	578.56144	-120.26232	-24.59154	566.59719	-132.32114	-8.76690	563.51277	-143.72858	-71.75351	660.19283	-92.55958	-55.56322	616.51931	-93.81132	-36.50875	589.31596	-102.86135	-18.60864	577.87658	-113.77137	-3.47971	575.02436	-124.15526	-65.44874	663.27552	-84.16423	-47.03152	624.84067	-79.99625	-30.29483	603.54520	-85.11795	-16.52318	595.43731	-92.04772	-2.70978	593.04656	-100.65451 
6	0.042	180.35601	913.38799	108.02900	235.72419	897.07729	34.51773	146.93203	501.43402	-69.64260	137.86585	119.10518	-157.25148	8.62631	41.83276	-39.50291	139.54838	903.66724	192.94078	42.32875	501.24825	256.18243	-11.37767	72.58407	351.95189	-132.07700	-3.03936	224.47100	110.41844	1028.41068	59.92301	45.84820	1083.50292	12.73677	-25.81961	1133.56489	-38.09496	-101.10062	1168.17607	-88.89021	-181.10918	1206.87206	-142.62548	-255.74955	1240.42572	-189.58577	-385.30379	1333.27492	-195.49987	-142.44178	1183.91849	-151.01589	-122.44020	1108.17955	-254.52561	-162.28439	859.33000	-167.22399	-196.17531	606.33970	-116.40050	-218.44031	575.41770	-128.44300	-244.61446	553.94225	-113.95244	-260.17446	538.92655	-100.28075	-270.86402	526.35711	-85.82025	-209.96800	570.80984	-118.36679	-225.27674	523.02147	-100.92770	-241.01602	498.07160	-79.95718	-254.57797	490.87678	-66.34029	-268.35078	490.53137	-54.67869	-202.42123	572.70423	-108.81554	-213.26941	527.11518	-86.64222	-229.40502	500.30526	-62.54448	-245.26839	491.82431	-45.53329	-260.09594	491.54327	-32.49001	-196.63275	575.16785	-102.57544	-201.13686	536.17383	-77.47068	-214.12230	513.30361	-55.25966	-228.85109	505.38723	-38.20985	-242.52134	505.24819	-25.64205	-190.03789	580.13420	-95.39364	-189.88669	547.09919	-68.14536	-198.58335	529.73233	-48.58503	-208.50347	524.41608	-35.29042	-220.13938	524.55648	-23.66336	-168.81640	1203.11702	-95.58997	-184.32507	1190.92246	31.72840	-121.62844	943.12655	-38.83865	-75.94427	694.63998	-95.17633	-88.55235	667.69160	-121.85484	-73.08411	643.92016	-145.34760	-59.60429	626.44018	-158.27991	-46.05034	611.07609	-166.12842	-82.13858	660.75076	-111.59665	-72.31045	610.50809	-125.78433	-54.06167	581.68965	-137.88654	-39.42212	571.79911	-148.32551	-25.08286	569.02642	-158.93212	-74.57375	660.27426	-101.88506	-60.89912	611.00957	-110.46965	-40.00554	579.67069	-122.35091	-21.87292	567.78986	-134.30949	-5.95442	564.78120	-145.60603	-69.57618	661.14127	-94.61955	-53.26418	617.51338	-95.88255	-34.07154	590.38695	-104.87130	-16.05983	579.02716	-115.68036	-0.84537	576.24576	-125.95794	-63.34317	664.21413	-86.16722	-44.85887	625.81383	-81.97771	-28.02895	604.57716	-87.03771	-14.18432	596.52598	-93.88771	-0.30000	594.19718	-102.39681 
7	0.050	180.77200	913.38799	107.24800	236.72251	897.48651	34.08883	147.19962	501.59812	-68.50292	137.63397	119.26035	-156.01964	8.31601	41.87510	-38.43138	139.34064	903.23433	191.80633	42.20820	500.83618	255.31401	-11.31692	72.33678	351.91876	-132.09680	-3.09786	224.40231	111.00039	1028.49617	59.10551	46.56129	1083.71992	11.89375	-24.98026	1133.93266	-38.96712	-100.15896	1168.70988	-89.80047	-180.06069	1207.58351	-143.56648	-254.60789	1241.28594	-190.56823	-384.21411	1334.06083	-196.50927	-141.33931	1184.72359	-151.96361	-121.35671	1108.94288	-255.44642	-161.46529	859.76510	-169.20856	-195.28177	606.57082	-119.36063	-217.27584	575.63348	-131.85318	-243.56717	553.99718	-117.82129	-259.25682	538.86074	-104.43386	-270.09556	526.18317	-90.18028	-208.92342	571.00443	-121.68700	-224.29854	523.07801	-104.69074	-240.23081	497.97066	-84.05661	-253.94902	490.66203	-70.65862	-267.87564	490.21169	-59.18478	-201.51199	572.87695	-112.02609	-212.49808	527.14146	-90.22538	-228.86210	500.15717	-66.47883	-244.92255	491.53771	-49.72411	-259.92255	491.14129	-36.88258	-195.81627	575.32919	-105.69678	-200.52109	536.19563	-80.84726	-213.72363	513.17109	-58.92555	-228.65208	505.11987	-42.11421	-242.48902	504.87174	-29.73186	-189.33556	580.28217	-98.40272	-189.43495	547.11271	-71.31804	-198.33269	529.61922	-51.96205	-208.41162	524.20313	-38.82816	-220.20277	524.24606	-27.35778	-167.90015	1203.59862	-96.51551	-183.65872	1191.28354	30.76056	-120.27580	943.83283	-40.40221	-73.72925	695.67171	-97.46390	-86.38647	668.71356	-124.10924	-70.96156	644.92163	-147.60973	-57.50756	627.42814	-160.55067	-43.97141	612.05345	-168.40913	-79.96154	661.77579	-113.85597	-70.17561	611.52053	-128.02822	-51.95657	582.68693	-140.13913	-37.33598	572.78381	-150.59273	-23.01273	569.99857	-161.21767	-72.38342	661.30151	-104.15463	-58.74276	612.02576	-112.72973	-37.87974	580.67066	-124.62190	-19.76909	568.77481	-136.59882	-3.86766	565.75249	-147.91574	-67.37536	662.17049	-96.89659	-51.08463	618.53458	-98.15703	-31.91664	591.39437	-107.15677	-13.92507	580.02027	-117.98429	1.27384	577.22612	-128.28142	-61.12923	665.24544	-88.45471	-42.65628	626.83930	-84.26870	-25.84290	605.59218	-89.33981	-12.01141	597.53084	-96.20441	1.86001	595.19091	-104.73147 
8	0.058	181.26900	913.36502	106.34000	237.86394	897.94257	33.57502	147.89385	502.00807	-68.44599	137.80855	119.64160	-155.77877	8.40511	42.12631	-38.37033	139.15222	902.70624	190.49660	42.07847	500.35027	254.36026	-11.38116	72.08538	352.03526	-132.26828	-3.13903	224.49623	111.66012	1028.56583	58.18350	47.34660	1083.93658	10.97266	-24.07671	1134.31752	-39.88804	-99.16325	1169.28001	-90.73052	-178.96553	1208.35937	-144.49509	-253.42018	1242.24065	-191.51495	-383.06027	1334.95872	-197.60217	-140.18094	1185.61614	-152.91730	-120.20642	1109.83834	-256.40381	-160.42132	860.24574	-171.42425	-193.96914	606.77902	-122.79425	-215.66903	575.83752	-135.78118	-242.05564	554.00383	-122.24257	-257.85958	538.71641	-109.16470	-268.83461	525.90145	-95.14011	-207.43339	571.17460	-125.53552	-222.83682	523.07554	-109.06060	-238.93878	497.76852	-88.80559	-252.80357	490.31650	-75.63948	-266.87922	489.73449	-64.35499	-200.15849	573.01265	-115.76485	-211.24599	527.09015	-94.41325	-227.81329	499.88389	-71.06424	-244.05927	491.08947	-54.58153	-259.22658	490.54802	-41.94341	-194.55729	575.44562	-109.34440	-199.43154	536.12974	-84.81743	-212.82962	512.90784	-63.22500	-227.94679	504.68579	-46.66688	-241.94565	504.30032	-34.47147	-188.19420	580.37601	-101.93243	-188.51747	547.02762	-75.07011	-197.59971	529.37082	-55.94954	-207.82979	523.82757	-42.98667	-219.77215	523.74736	-31.67402	-166.94149	1204.09911	-97.43316	-183.87736	1190.38565	29.54837	-119.68237	943.37697	-42.41760	-72.14216	695.60340	-100.33773	-84.61805	668.68322	-127.10670	-69.03355	644.97178	-150.58325	-55.48393	627.53140	-163.49608	-41.88134	612.19848	-171.32133	-78.23211	661.73365	-116.83706	-68.28606	611.52794	-131.07331	-49.95544	582.75405	-143.15783	-35.26518	572.90045	-153.56044	-20.88406	570.16457	-164.11984	-70.70174	661.25084	-107.09903	-56.93074	612.01879	-115.71672	-35.95278	580.72760	-127.57496	-17.76135	568.89089	-139.48789	-1.79820	565.92228	-150.73191	-65.73158	662.11226	-99.81409	-49.35713	618.50818	-101.09128	-30.09614	591.42232	-110.05612	-12.03046	580.10456	-120.81909	3.22467	577.36057	-131.04632	-59.53320	665.17916	-91.33417	-41.01310	626.79638	-87.14230	-24.13681	605.59054	-92.17707	-10.25686	597.56920	-98.99053	3.66116	595.27308	-107.45334 
9	0.067	181.88700	913.28201	105.28200	239.18543	898.37615	32.96128	148.58811	502.39271	-68.31195	137.94217	119.97474	-155.35220	8.44860	42.32223	-38.13396	139.02090	902.07863	188.98832	41.95868	499.79103	253.29871	-11.57404	71.85287	352.35592	-132.58053	-3.13877	224.79303	112.46091	1028.58232	57.09977	48.26482	1084.11338	9.91740	-23.05467	1134.67846	-40.90625	-98.07048	1169.84537	-91.71214	-177.79018	1209.15036	-145.43472	-252.16325	1243.22504	-192.44392	-381.82149	1335.90503	-198.72146	-138.93209	1186.55038	-153.90367	-119.07322	1110.55604	-257.25355	-159.19983	860.47256	-173.68715	-192.26031	606.67172	-126.48702	-213.64221	575.73926	-140.01176	-240.11434	553.68533	-127.00760	-256.02773	538.22704	-114.26768	-267.13669	525.25464	-100.49556	-205.52703	571.03178	-129.69063	-220.94037	522.73820	-113.80455	-237.20547	497.20298	-93.97065	-251.21602	489.58750	-81.05476	-265.44223	488.85563	-69.96955	-198.39494	572.82456	-119.80691	-209.56931	526.68787	-98.96850	-226.33363	499.22716	-76.06220	-242.76459	490.23291	-59.87330	-258.10106	489.52621	-47.44931	-192.89313	575.23131	-113.29135	-197.92782	535.70301	-89.14109	-211.51693	512.25408	-67.91653	-226.82277	503.83649	-51.63226	-240.98556	503.29432	-39.63366	-186.65421	580.13088	-105.75444	-187.19696	546.57127	-79.16006	-196.46160	528.72540	-60.30436	-206.84354	523.03601	-47.52687	-218.93929	522.81496	-36.38029	-165.90121	1204.57100	-98.36845	-184.28903	1188.86837	28.17999	-119.21100	942.35318	-44.67944	-70.57049	695.01719	-103.54850	-82.63542	668.18140	-130.58920	-66.69194	644.65400	-154.00979	-52.92672	627.33560	-166.85860	-39.17383	612.09905	-174.60905	-76.33462	661.20646	-120.28423	-66.02029	611.11518	-134.66081	-47.43595	582.47914	-146.68511	-32.58991	572.73938	-156.97313	-18.08119	570.11668	-167.38567	-68.91076	660.70559	-110.46566	-54.83815	611.57536	-119.17671	-33.59859	580.43191	-130.95796	-15.22654	568.73125	-142.72724	0.87267	565.88586	-153.80792	-64.02537	661.55071	-103.12171	-47.45459	618.02197	-104.43563	-27.98164	591.06199	-113.32167	-9.75027	579.87391	-123.93987	5.62876	577.24505	-134.01059	-57.93437	664.60032	-94.55815	-39.30070	626.27396	-90.35338	-22.28060	605.16408	-95.30664	-8.29233	597.23500	-102.00560	5.72823	595.03951	-110.32463 
10	0.075	182.55899	913.17703	104.11100	240.59804	898.81661	32.27209	149.25772	502.78236	-68.13131	137.90817	120.28544	-154.73469	8.32856	42.49831	-37.70096	138.90363	901.39856	187.32905	41.81950	499.19042	252.10164	-11.82086	71.62294	352.68949	-132.97713	-3.09867	225.11030	113.32751	1028.58288	55.90143	49.23716	1084.28612	8.77833	-21.99578	1135.04881	-41.96967	-96.96322	1170.43509	-92.69457	-176.62969	1209.96818	-146.32867	-250.93591	1244.25280	-193.29092	-380.59060	1336.91939	-199.83409	-137.68510	1187.54422	-154.86788	-116.72694	1113.63135	-259.50228	-156.44432	862.95953	-177.51811	-188.75393	608.78037	-131.85895	-209.78325	577.85890	-145.94978	-236.32567	555.56355	-133.51295	-252.34033	539.91818	-121.13341	-263.57848	526.77359	-107.63202	-201.79226	573.10371	-135.55390	-217.18486	524.60024	-120.29972	-233.60112	498.81607	-100.91761	-247.75554	491.02106	-88.26843	-262.13449	490.12389	-77.39445	-194.81104	574.84733	-125.55434	-206.04676	528.47936	-105.26961	-222.99620	500.74105	-82.83897	-239.61042	491.52736	-66.96354	-255.11873	490.63841	-54.76663	-189.41502	577.22558	-118.94058	-194.59258	537.46785	-95.20064	-208.36359	513.77125	-74.37210	-223.85712	505.13895	-58.38034	-238.18663	504.42399	-46.59057	-183.30920	582.09147	-111.27396	-184.06054	548.30353	-84.97540	-193.50228	530.25141	-66.40606	-204.03632	524.40159	-53.82705	-216.28853	524.02527	-42.85689	-164.86830	1205.03123	-99.26649	-183.62563	1188.49645	27.12163	-117.59103	942.54014	-46.75875	-67.77558	695.69387	-106.69116	-78.61234	669.15668	-134.53473	-61.61915	646.16096	-157.74433	-47.23336	629.18691	-170.37093	-33.05761	614.21528	-177.87172	-72.59370	662.08855	-124.12514	-61.24785	612.33527	-138.89304	-41.95135	584.08262	-150.70055	-26.65577	574.65742	-160.61629	-11.77036	572.34649	-170.56048	-65.50640	661.51250	-114.06496	-50.60973	612.67124	-123.02714	-28.64083	581.93531	-134.53807	-9.74933	570.60896	-145.84200	6.75090	568.10218	-156.40235	-60.88558	662.29428	-106.54487	-43.80727	618.96482	-107.94428	-23.74874	592.34853	-116.55976	-5.04293	581.51539	-126.71053	10.70054	579.20201	-136.28321	-55.12578	665.27374	-97.73111	-36.23199	627.08164	-93.46590	-18.82336	606.22816	-98.14757	-4.52792	598.54888	-104.47901	9.79309	596.62762	-112.34157 
